,country,country_code,year,life_expectancy,gdp,health,education,military,research,net_aid
3621,Oman,OMN,2011-01-01,76.33,21164.34,81.82,,9.81,0.14,
3622,Pakistan,PAK,2011-01-01,65.45,1229.85,30.59,2.22,3.29,0.33,2147483647.0
3623,Panama,PAN,2011-01-01,77.05,9335.69,67.85,3.19,0.00,0.18,110170000.0
3624,Peru,PER,2011-01-01,73.84,5770.33,53.26,2.68,1.18,,597810000.0
3625,Philippines,PHL,2011-01-01,67.89,2371.85,30.45,,1.21,0.12,-183730000.0
3626,Palau,PLW,2011-01-01,,9701.06,70.45,,,,27980000.0
3627,Papua New Guinea,PNG,2011-01-01,62.15,1838.70,81.76,,0.50,,612780000.0
3628,Poland,POL,2011-01-01,76.70,13893.41,70.28,4.82,1.79,0.75,
3629,Puerto Rico,PRI,2011-01-01,78.67,27278.85,,,,,
3630,"Korea, Dem. People's Rep.",PRK,2011-01-01,69.19,,,,,,118490000.0
3631,Portugal,PRT,2011-01-01,80.47,23194.74,66.55,5.12,2.00,1.46,
3632,Paraguay,PRY,2011-01-01,72.49,3988.02,39.96,4.97,1.20,0.06,93080000.0
3633,West Bank and Gaza,PSE,2011-01-01,72.39,2663.54,,1.59,,,2147483647.0
3634,French Polynesia,PYF,2011-01-01,75.92,,,,,,
3635,Qatar,QAT,2011-01-01,78.03,88050.81,78.17,4.01,,,
3636,Romania,ROU,2011-01-01,74.41,9200.28,79.22,3.03,1.28,0.49,
3637,Russian Federation,RUS,2011-01-01,69.68,14212.06,54.18,,3.46,1.09,
3638,Rwanda,RWA,2011-01-01,62.16,606.90,36.46,4.71,1.18,,1262830000.0
3639,Saudi Arabia,SAU,2011-01-01,73.85,23256.10,70.00,,7.25,,
3640,Sudan,SDN,2011-01-01,62.46,1596.45,31.85,,,,1742400000.0
3641,Senegal,SEN,2011-01-01,64.70,1074.49,51.62,6.04,1.60,,1054600000.0
3642,Singapore,SGP,2011-01-01,81.74,53093.67,34.24,3.07,3.24,2.15,
3643,Solomon Islands,SLB,2011-01-01,67.29,1648.85,92.39,,,,339390000.0
3644,Sierra Leone,SLE,2011-01-01,49.03,497.98,22.09,2.63,0.87,,423890000.0
3645,El Salvador,SLV,2011-01-01,71.96,3821.34,63.57,3.42,0.95,0.03,277850000.0
3646,San Marino,SMR,2011-01-01,83.32,,93.09,2.38,,,
3647,Somalia,SOM,2011-01-01,54.36,,,,,,1098980000.0
3648,Serbia,SRB,2011-01-01,74.54,6423.29,62.12,4.49,2.12,0.72,1379180000.0
3649,South Sudan,SSD,2011-01-01,54.21,1696.15,,0.81,5.91,,435830000.0
3650,Sao Tome and Principe,STP,2011-01-01,66.00,1335.35,47.87,,,,73430000.0
3651,Suriname,SUR,2011-01-01,70.60,8448.50,49.26,,,,89860000.0
3652,Slovak Republic,SVK,2011-01-01,75.96,18186.03,70.93,3.97,1.08,0.66,
3653,Slovenia,SVN,2011-01-01,79.97,24983.69,73.52,5.57,1.30,2.42,
3654,Sweden,SWE,2011-01-01,81.80,59593.68,84.72,6.49,1.12,3.25,
3655,Swaziland,SWZ,2011-01-01,48.66,4090.86,69.32,8.64,2.15,,124090000.0
3656,Sint Maarten (Dutch part),SXM,2011-01-01,,,,,,,
3657,Seychelles,SYC,2011-01-01,72.72,12189.10,94.57,3.61,0.82,,22720000.0
3658,Syrian Arab Republic,SYR,2011-01-01,71.49,,46.62,,,,335520000.0
3659,Turks and Caicos Islands,TCA,2011-01-01,,,,,,,
3660,Chad,TCD,2011-01-01,50.33,988.44,48.44,2.26,5.02,,457360000.0
3661,Togo,TGO,2011-01-01,57.93,572.03,31.78,4.44,1.57,,542380000.0
3662,Thailand,THA,2011-01-01,73.89,5539.49,77.70,4.81,1.49,0.36,-134120000.0
3663,Tajikistan,TJK,2011-01-01,68.89,841.22,28.59,3.94,1.09,0.12,349110000.0
3664,Turkmenistan,TKM,2011-01-01,65.17,5724.54,64.01,,,,40820000.0
3665,Timor-Leste,TLS,2011-01-01,67.58,1065.33,89.34,9.34,1.79,,278710000.0
3666,Tonga,TON,2011-01-01,72.33,4052.19,79.39,,,,93480000.0
3667,Trinidad and Tobago,TTO,2011-01-01,69.98,19053.94,53.01,,0.57,0.04,
3668,Tunisia,TUN,2011-01-01,74.63,4257.94,58.25,,1.56,0.71,925230000.0
3669,Turkey,TUR,2011-01-01,74.37,10538.72,79.55,,2.23,0.86,2147483647.0
3670,Tuvalu,TUV,2011-01-01,,3993.50,99.19,,,,38910000.0
3671,Tanzania,TZA,2011-01-01,62.63,740.38,43.49,,0.92,,2147483647.0
3672,Uganda,UGA,2011-01-01,56.46,597.52,28.97,1.97,3.22,,1572750000.0
3673,Ukraine,UKR,2011-01-01,70.81,3569.76,53.40,6.16,2.26,0.74,777930000.0
3674,Uruguay,URY,2011-01-01,76.54,14166.56,64.54,4.36,1.76,0.35,18930000.0
3675,United States,USA,2011-01-01,78.64,49781.80,47.34,5.22,4.58,2.76,
3676,Uzbekistan,UZB,2011-01-01,67.98,1564.97,50.71,,,,204100000.0
3677,St. Vincent and the Grenadines,VCT,2011-01-01,72.52,6183.68,81.99,,,,17750000.0
3678,"Venezuela, RB",VEN,2011-01-01,73.79,10754.59,44.53,,0.75,,49780000.0
3679,British Virgin Islands,VGB,2011-01-01,,,,,,,
3680,Virgin Islands (U.S.),VIR,2011-01-01,79.37,40072.22,,,,,
3681,Vietnam,VNM,2011-01-01,75.16,1542.67,45.23,4.81,1.98,0.19,2147483647.0
3682,Vanuatu,VUT,2011-01-01,71.13,3275.02,86.34,,,,91090000.0
3683,Samoa,WSM,2011-01-01,72.70,4065.96,87.99,,,,97700000.0
3684,Kosovo,XKX,2011-01-01,70.15,3736.84,,,0.76,,583180000.0
3685,"Yemen, Rep.",YEM,2011-01-01,63.05,1350.38,26.79,,4.93,,477050000.0
3686,South Africa,ZAF,2011-01-01,55.30,8049.95,47.99,5.96,1.10,0.73,1396970000.0
3687,Zambia,ZMB,2011-01-01,57.42,1635.59,50.41,,1.32,,1033470000.0
3688,Zimbabwe,ZWE,2011-01-01,51.60,768.56,33.63,,1.81,,722580000.0
3689,Aruba,ABW,2012-01-01,75.21,,,6.55,,,
3690,Afghanistan,AFG,2012-01-01,59.68,690.84,34.28,2.52,1.14,,2147483647.0
3691,Angola,AGO,2012-01-01,51.46,5086.85,64.67,,3.59,,243610000.0
3692,Albania,ALB,2012-01-01,77.44,4247.84,48.95,,1.49,,349160000.0
3693,Andorra,AND,2012-01-01,,39666.04,76.15,,,,
3694,United Arab Emirates,ARE,2012-01-01,77.02,41712.40,74.00,,5.09,,
3695,Argentina,ARG,2012-01-01,75.82,12970.17,58.95,5.10,0.78,0.61,177760000.0
3696,Armenia,ARM,2012-01-01,74.45,3565.52,41.85,2.77,3.58,0.24,270560000.0
3697,American Samoa,ASM,2012-01-01,,11660.96,,,,,
3698,Antigua and Barbuda,ATG,2012-01-01,75.62,13525.62,67.81,,,,2090000.0
3699,Australia,AUS,2012-01-01,82.05,67646.10,67.17,4.90,1.70,,
3700,Austria,AUT,2012-01-01,80.94,48333.57,75.37,5.45,0.78,2.89,
3701,Azerbaijan,AZE,2012-01-01,70.62,7393.77,22.56,2.10,4.72,0.22,286790000.0
3702,Burundi,BDI,2012-01-01,55.79,244.20,60.08,5.82,2.39,,523260000.0
3703,Belgium,BEL,2012-01-01,80.39,44740.57,77.67,,1.04,2.36,
3704,Benin,BEN,2012-01-01,59.12,811.22,44.35,4.89,0.96,,507880000.0
3705,Burkina Faso,BFA,2012-01-01,57.88,673.06,55.95,4.05,1.32,,1151640000.0
3706,Bangladesh,BGD,2012-01-01,70.86,858.93,31.95,2.18,0.00,,2147483647.0
3707,Bulgaria,BGR,2012-01-01,74.31,7378.03,56.29,3.52,1.50,0.61,
3708,Bahrain,BHR,2012-01-01,76.41,23057.77,63.28,2.64,3.84,,
3709,"Bahamas, The",BHS,2012-01-01,74.91,22554.52,44.39,,,,
3710,Bosnia and Herzegovina,BIH,2012-01-01,76.12,4494.64,71.23,,1.15,0.27,568020000.0
3711,Belarus,BLR,2012-01-01,71.97,6721.48,77.19,5.12,1.28,0.67,102870000.0
3712,Belize,BLZ,2012-01-01,69.91,4674.29,65.61,,0.97,,26210000.0
3713,Bermuda,BMU,2012-01-01,81.68,85458.46,,,,0.23,
3714,Bolivia,BOL,2012-01-01,67.45,2645.29,67.89,6.43,1.85,,661720000.0
3715,Brazil,BRA,2012-01-01,73.84,12179.69,44.32,5.80,1.38,1.15,1288540000.0
3716,Barbados,BRB,2012-01-01,75.17,15385.12,65.17,5.62,,,
3717,Brunei Darussalam,BRN,2012-01-01,78.25,46973.94,91.82,3.21,2.16,,
3718,Bhutan,BTN,2012-01-01,68.72,2452.15,72.92,,,,161650000.0
3719,Botswana,BWA,2012-01-01,64.22,6885.84,63.06,,2.27,0.25,73070000.0
3720,Central African Republic,CAF,2012-01-01,49.11,472.82,48.80,,,,228020000.0
3721,Canada,CAN,2012-01-01,81.56,52496.69,70.98,,1.12,1.79,
3722,Switzerland,CHE,2012-01-01,82.70,83164.39,64.70,5.05,0.69,2.97,
3723,Channel Islands,CHI,2012-01-01,80.32,,,,,,
3724,Chile,CHL,2012-01-01,80.89,15253.33,48.03,4.57,2.06,0.36,128080000.0
3725,China,CHN,2012-01-01,75.39,6337.88,55.96,,1.84,1.93,-180530000.0
3726,Cote d'Ivoire,CIV,2012-01-01,50.86,1281.38,30.68,4.61,1.51,,2147483647.0
3727,Cameroon,CMR,2012-01-01,54.59,1222.19,24.58,2.97,1.34,,597170000.0
3728,"Congo, Dem. Rep.",COD,2012-01-01,57.85,390.71,44.81,,1.21,,2147483647.0
3729,"Congo, Rep.",COG,2012-01-01,60.92,3191.16,79.20,,,,139690000.0
3730,Colombia,COL,2012-01-01,73.63,7885.06,76.12,4.39,3.17,0.21,764250000.0
3731,Comoros,COM,2012-01-01,62.58,778.11,37.24,5.07,,,98810000.0
3732,Cabo Verde,CPV,2012-01-01,72.83,3497.69,72.46,,0.56,,245640000.0
3733,Costa Rica,CRI,2012-01-01,79.05,9985.31,73.23,6.86,0.00,0.57,28460000.0
3734,Cuba,CUB,2012-01-01,79.14,6448.33,94.15,,3.94,0.41,85760000.0
3735,Curacao,CUW,2012-01-01,,,,,,,
3736,Cayman Islands,CYM,2012-01-01,,,,,,,
3737,Cyprus,CYP,2012-01-01,79.76,28951.16,45.86,,1.66,0.43,
3738,Czech Republic,CZE,2012-01-01,78.08,19729.87,84.02,4.27,1.03,1.79,
3739,Germany,DEU,2012-01-01,80.54,44065.25,76.07,4.94,1.31,2.87,
3740,Djibouti,DJI,2012-01-01,61.30,1586.78,58.78,,,,148270000.0
3741,Dominica,DMA,2012-01-01,,6778.34,68.52,,,,25680000.0
3742,Denmark,DNK,2012-01-01,80.05,58507.50,85.76,7.29,1.35,3.03,
3743,Dominican Republic,DOM,2012-01-01,73.14,5968.83,63.36,,0.65,,260120000.0
3744,Algeria,DZA,2012-01-01,74.32,5583.62,73.58,,4.46,,147320000.0
3745,Ecuador,ECU,2012-01-01,75.43,5702.17,45.64,4.64,2.95,,148060000.0
3746,"Egypt, Arab Rep.",EGY,2012-01-01,70.73,3226.13,36.07,,1.67,0.54,1813430000.0
3747,Eritrea,ERI,2012-01-01,62.64,,46.50,,,,135970000.0
3748,Spain,ESP,2012-01-01,82.43,28562.29,71.73,4.42,1.41,1.28,
3749,Estonia,EST,2012-01-01,76.33,17421.89,80.38,4.69,1.90,2.11,
3750,Ethiopia,ETH,2012-01-01,62.79,469.79,57.38,5.57,0.87,,2147483647.0
3751,Finland,FIN,2012-01-01,80.63,47415.56,75.72,7.19,1.40,3.42,
3752,Fiji,FJI,2012-01-01,69.74,4543.82,66.34,,1.49,,105370000.0
3753,France,FRA,2012-01-01,81.97,40838.02,77.16,5.53,2.24,2.23,
3754,Faroe Islands,FRO,2012-01-01,81.19,48695.17,,,,,
3755,"Micronesia, Fed. Sts.",FSM,2012-01-01,68.85,3147.68,90.76,,,,143260000.0
3756,Gabon,GAB,2012-01-01,63.28,10642.43,70.58,3.01,1.62,,68850000.0
3757,United Kingdom,GBR,2012-01-01,80.90,41538.31,82.91,,2.21,1.62,
3758,Georgia,GEO,2012-01-01,74.35,4142.87,14.12,1.98,3.10,,659190000.0
3759,Ghana,GHA,2012-01-01,60.98,1641.83,65.57,7.92,0.80,,1799290000.0
3760,Gibraltar,GIB,2012-01-01,,,,,,,
3761,Guinea,GIN,2012-01-01,57.64,487.35,38.93,2.47,2.98,,607430000.0
3762,"Gambia, The",GMB,2012-01-01,59.78,504.99,59.97,4.09,1.22,,138980000.0
3763,Guinea-Bissau,GNB,2012-01-01,54.50,580.64,26.69,1.99,2.46,,79660000.0
3764,Equatorial Guinea,GNQ,2012-01-01,56.89,28937.30,83.13,,,,14450000.0
3765,Greece,GRC,2012-01-01,80.63,22242.68,67.89,,2.41,0.70,
3766,Grenada,GRD,2012-01-01,73.00,7583.55,47.92,,,,7660000.0
3767,Greenland,GRL,2012-01-01,71.30,41471.66,,,,,
3768,Guatemala,GTM,2012-01-01,71.25,3278.63,33.93,2.96,0.45,0.04,304890000.0
3769,Guam,GUM,2012-01-01,78.62,31933.52,,,,,
3770,Guyana,GUY,2012-01-01,66.22,3759.38,66.10,3.19,1.18,,114920000.0
3771,"Hong Kong SAR, China",HKG,2012-01-01,83.48,36707.77,,3.51,,0.73,
3772,Honduras,HND,2012-01-01,72.76,2378.52,45.54,,1.15,,566190000.0
3773,Croatia,HRV,2012-01-01,76.92,13235.98,81.61,,1.69,0.75,
3774,Haiti,HTI,2012-01-01,62.03,766.87,9.92,,0.00,,1273350000.0
3775,Hungary,HUN,2012-01-01,75.06,12834.32,63.43,,1.04,1.27,
3776,Indonesia,IDN,2012-01-01,68.52,3700.52,39.61,3.41,0.71,,69010000.0
3777,Isle of Man,IMN,2012-01-01,,74999.21,,,,,
3778,India,IND,2012-01-01,67.29,1446.77,26.97,3.87,2.54,,1681850000.0
3779,Ireland,IRL,2012-01-01,80.85,49231.36,67.57,5.77,0.51,1.56,
3780,"Iran, Islamic Rep.",IRN,2012-01-01,74.80,7710.51,38.48,3.22,2.81,0.33,151790000.0
3781,Iraq,IRQ,2012-01-01,68.95,6614.58,62.31,,2.78,,1300880000.0
3782,Iceland,ISL,2012-01-01,82.92,44333.85,80.55,7.88,0.12,,
3783,Israel,ISR,2012-01-01,81.70,32569.60,62.91,5.70,5.72,4.13,
3784,Italy,ITA,2012-01-01,82.24,34814.12,75.34,,1.63,1.27,
3785,Jamaica,JAM,2012-01-01,75.30,5357.44,57.87,6.12,0.93,,28060000.0
3786,Jordan,JOR,2012-01-01,73.75,4423.12,68.83,,4.76,,1157490000.0
3787,Japan,JPN,2012-01-01,83.10,48629.20,82.70,3.85,0.97,3.34,
3788,Kazakhstan,KAZ,2012-01-01,69.61,12387.19,55.81,,1.05,0.17,131860000.0
3789,Kenya,KEN,2012-01-01,60.27,1184.92,60.52,5.51,1.67,,2147483647.0
3790,Kyrgyz Republic,KGZ,2012-01-01,70.00,1177.97,60.19,7.38,3.21,0.17,470490000.0
3791,Cambodia,KHM,2012-01-01,67.33,946.48,24.10,1.56,1.55,,807690000.0
3792,Kiribati,KIR,2012-01-01,65.60,1763.70,80.13,,,,65670000.0
3793,St. Kitts and Nevis,KNA,2012-01-01,,13689.89,41.04,,,,21740000.0
3794,"Korea, Rep.",KOR,2012-01-01,81.21,24453.97,54.93,4.62,2.61,4.03,
3795,Kuwait,KWT,2012-01-01,74.35,50903.90,85.04,,3.41,0.10,
3796,Lao PDR,LAO,2012-01-01,65.25,1445.42,37.39,1.98,0.22,,410470000.0
3797,Lebanon,LBN,2012-01-01,78.91,8773.93,46.29,2.19,4.07,,711580000.0
3798,Liberia,LBR,2012-01-01,60.20,414.19,33.24,2.76,0.87,,566710000.0
3799,Libya,LBY,2012-01-01,71.65,,70.25,,,,87120000.0
3800,St. Lucia,LCA,2012-01-01,74.78,7180.14,50.40,4.00,,,26800000.0
3801,Liechtenstein,LIE,2012-01-01,82.38,148297.39,,,,,
3802,Sri Lanka,LKA,2012-01-01,74.53,3350.52,38.00,1.50,2.14,,490890000.0
3803,Lesotho,LSO,2012-01-01,48.84,1295.96,75.80,,2.00,,276260000.0
3804,Lithuania,LTU,2012-01-01,73.86,14348.34,65.23,4.77,0.77,0.90,
3805,Luxembourg,LUX,2012-01-01,81.39,106247.74,83.46,4.14,0.42,1.29,
3806,Latvia,LVA,2012-01-01,73.78,13799.24,60.55,4.64,0.91,0.67,
3807,"Macao SAR, China",MAC,2012-01-01,80.12,77145.04,,3.34,,0.05,
3808,St. Martin (French part),MAF,2012-01-01,79.02,,,,,,
3809,Morocco,MAR,2012-01-01,73.36,2931.40,35.49,,3.46,,1471140000.0
3810,Monaco,MCO,2012-01-01,,,88.46,1.78,,,
3811,Moldova,MDA,2012-01-01,70.77,2046.54,46.47,8.35,0.33,0.42,475490000.0
3812,Madagascar,MDG,2012-01-01,64.25,444.96,52.55,2.73,0.69,,368490000.0
3813,Maldives,MDV,2012-01-01,76.46,6541.07,70.96,4.31,,,56730000.0
3814,Mexico,MEX,2012-01-01,76.35,9720.56,50.86,5.17,0.59,0.43,407930000.0
3815,Marshall Islands,MHL,2012-01-01,,3513.96,83.40,,,,83850000.0
3816,"Macedonia, FYR",MKD,2012-01-01,75.03,4709.51,65.44,,1.23,0.33,147710000.0
3817,Mali,MLI,2012-01-01,57.10,772.25,34.81,3.48,1.20,,995580000.0
3818,Malta,MLT,2012-01-01,80.75,22081.60,66.58,6.76,0.54,0.89,
3819,Myanmar,MMR,2012-01-01,65.43,1136.79,36.95,,3.71,,504530000.0
3820,Montenegro,MNE,2012-01-01,75.71,6586.80,61.71,,1.66,,103090000.0
3821,Mongolia,MNG,2012-01-01,68.61,4377.24,53.57,,0.96,0.24,445820000.0
3822,Northern Mariana Islands,MNP,2012-01-01,,14086.36,,,,,
3823,Mozambique,MOZ,2012-01-01,54.21,593.22,49.76,6.08,0.91,,2071700000.0
3824,Mauritania,MRT,2012-01-01,62.56,1385.00,40.76,2.78,2.72,,409790000.0
3825,Mauritius,MUS,2012-01-01,73.86,9291.23,48.20,3.48,0.14,0.18,176680000.0
3826,Malawi,MWI,2012-01-01,60.05,380.92,56.12,,0.82,,1170090000.0
3827,Malaysia,MYS,2012-01-01,74.42,10834.66,55.22,5.74,1.43,1.09,18320000.0
3828,Namibia,NAM,2012-01-01,63.88,5679.88,58.94,,3.17,,252440000.0
3829,New Caledonia,NCL,2012-01-01,77.12,,,,,,
3830,Niger,NER,2012-01-01,60.07,393.64,36.20,4.33,1.01,,891140000.0
3831,Nigeria,NGA,2012-01-01,52.11,2716.72,31.32,,0.50,,1914240000.0
3832,Nicaragua,NIC,2012-01-01,74.21,1776.21,52.98,,0.67,,531950000.0
3833,Netherlands,NLD,2012-01-01,81.10,49474.71,86.52,5.48,1.25,1.94,
3834,Norway,NOR,2012-01-01,81.45,101563.70,84.90,7.37,1.40,1.62,
3835,Nepal,NPL,2012-01-01,68.82,698.41,41.86,3.76,1.43,,769680000.0
3836,Nauru,NRU,2012-01-01,,10099.42,93.60,,,,35620000.0
3837,New Zealand,NZL,2012-01-01,81.16,40066.56,82.80,7.15,1.19,,
3838,Oman,OMN,2012-01-01,76.59,21631.89,82.43,,16.08,0.21,
3839,Pakistan,PAK,2012-01-01,65.72,1264.90,36.90,2.14,3.48,,2017410000.0
3840,Panama,PAN,2012-01-01,77.24,10672.36,68.62,,0.00,0.08,51350000.0
3841,Peru,PER,2012-01-01,74.06,6386.37,55.00,2.92,1.23,,385560000.0
3842,Philippines,PHL,2012-01-01,68.01,2604.66,31.09,,1.16,,-3370000.0
3843,Palau,PLW,2012-01-01,,10319.91,72.00,,,,15460000.0
3844,Papua New Guinea,PNG,2012-01-01,62.30,2151.21,80.29,,0.72,,670270000.0
3845,Poland,POL,2012-01-01,76.75,13145.10,69.17,4.81,1.80,0.88,
3846,Puerto Rico,PRI,2012-01-01,78.93,27811.56,,,,,
3847,"Korea, Dem. People's Rep.",PRK,2012-01-01,69.49,,,,,,97870000.0
3848,Portugal,PRT,2012-01-01,80.37,20577.40,64.03,4.95,1.91,1.38,
3849,Paraguay,PRY,2012-01-01,72.65,3855.57,44.50,4.96,1.38,0.09,104570000.0
3850,West Bank and Gaza,PSE,2012-01-01,72.56,2787.17,,1.33,,,2006110000.0
3851,French Polynesia,PYF,2012-01-01,76.13,,,,,,
3852,Qatar,QAT,2012-01-01,78.23,92692.64,84.94,3.47,,0.47,
3853,Romania,ROU,2012-01-01,74.41,8558.40,80.27,2.95,1.22,0.48,
3854,Russian Federation,RUS,2012-01-01,70.07,15154.46,55.18,3.86,3.75,1.13,
3855,Rwanda,RWA,2012-01-01,62.80,667.41,36.94,4.75,1.11,,878640000.0
3856,Saudi Arabia,SAU,2012-01-01,74.02,24883.19,71.24,,7.70,,
3857,Sudan,SDN,2012-01-01,62.83,1806.45,22.83,,,,1369130000.0
3858,Senegal,SEN,2012-01-01,65.32,1030.04,50.56,6.01,1.39,,1075780000.0
3859,Singapore,SGP,2012-01-01,82.00,54451.21,35.55,3.12,3.17,2.00,
3860,Solomon Islands,SLB,2012-01-01,67.51,1866.71,92.96,,,,305100000.0
3861,Sierra Leone,SLE,2012-01-01,49.75,629.12,17.63,2.83,0.78,,439750000.0
3862,El Salvador,SLV,2012-01-01,72.23,3921.72,62.80,,0.94,0.03,219910000.0
3863,San Marino,SMR,2012-01-01,,,93.40,,,,
3864,Somalia,SOM,2012-01-01,54.69,,,,,,990460000.0
3865,Serbia,SRB,2012-01-01,74.84,5659.38,61.16,4.43,2.10,0.91,1087780000.0
3866,South Sudan,SSD,2012-01-01,54.73,944.28,33.06,,9.53,,1186260000.0
3867,Sao Tome and Principe,STP,2012-01-01,66.13,1415.03,28.85,6.03,,,50660000.0
3868,Suriname,SUR,2012-01-01,70.81,9422.27,52.83,,,,40350000.0
3869,Slovak Republic,SVK,2012-01-01,76.11,17274.64,69.72,3.92,1.09,0.81,
3870,Slovenia,SVN,2012-01-01,80.12,22486.47,72.63,5.66,1.17,2.58,
3871,Sweden,SWE,2012-01-01,81.70,57134.08,84.35,7.66,1.15,3.28,
3872,Swaziland,SWZ,2012-01-01,48.85,3952.66,71.88,,1.86,,89620000.0
3873,Sint Maarten (Dutch part),SXM,2012-01-01,73.05,,,,,,
3874,Seychelles,SYC,2012-01-01,74.23,12845.17,93.01,,0.87,,34750000.0
3875,Syrian Arab Republic,SYR,2012-01-01,70.79,,46.31,,,,1671600000.0
3876,Turks and Caicos Islands,TCA,2012-01-01,,,,,,,
3877,Chad,TCD,2012-01-01,50.78,972.68,47.39,2.21,,,474840000.0
3878,Togo,TGO,2012-01-01,58.55,573.21,38.11,4.73,1.63,0.22,245080000.0
3879,Thailand,THA,2012-01-01,74.07,5915.22,77.90,4.54,1.38,,-131370000.0
3880,Tajikistan,TJK,2012-01-01,69.17,962.44,29.37,4.02,1.00,0.11,394020000.0
3881,Turkmenistan,TKM,2012-01-01,65.31,6797.72,64.91,3.05,,,37660000.0
3882,Timor-Leste,TLS,2012-01-01,67.80,1173.24,90.86,6.42,2.58,,283640000.0
3883,Tonga,TON,2012-01-01,72.49,4509.36,80.70,,,,78180000.0
3884,Trinidad and Tobago,TTO,2012-01-01,70.15,19152.18,50.07,,0.66,0.05,
3885,Tunisia,TUN,2012-01-01,74.66,4139.54,57.92,6.25,1.51,0.68,1022130000.0
3886,Turkey,TUR,2012-01-01,74.64,10539.37,79.24,4.07,2.28,0.92,2147483647.0
3887,Tuvalu,TUV,2012-01-01,,4044.19,99.04,,,,25480000.0
3888,Tanzania,TZA,2012-01-01,63.52,827.53,48.77,,0.93,,2147483647.0
3889,Uganda,UGA,2012-01-01,57.10,664.01,28.40,1.88,1.47,,1642500000.0
3890,Ukraine,UKR,2012-01-01,70.94,3855.42,55.23,6.69,2.35,0.75,772060000.0
3891,Uruguay,URY,2012-01-01,76.69,15092.47,68.04,,1.77,0.33,17360000.0
3892,United States,USA,2012-01-01,78.74,51433.05,47.26,5.19,4.24,2.70,
3893,Uzbekistan,UZB,2012-01-01,68.10,1740.47,48.17,,,,255910000.0
3894,St. Vincent and the Grenadines,VCT,2012-01-01,72.67,6337.77,51.94,,,,8310000.0
3895,"Venezuela, RB",VEN,2012-01-01,73.93,12771.60,34.90,,1.30,,50790000.0
3896,British Virgin Islands,VGB,2012-01-01,,,,,,,
3897,Virgin Islands (U.S.),VIR,2012-01-01,79.47,38898.12,,,,,
3898,Vietnam,VNM,2012-01-01,75.32,1754.55,53.45,5.53,2.16,,2147483647.0
3899,Vanuatu,VUT,2012-01-01,71.41,3158.42,85.55,,,,101940000.0
3900,Samoa,WSM,2012-01-01,72.98,4257.31,86.48,,,,117290000.0
3901,Kosovo,XKX,2012-01-01,70.50,3600.89,,,0.67,,566740000.0
3902,"Yemen, Rep.",YEM,2012-01-01,63.33,1422.72,27.41,,4.57,,710230000.0
3903,South Africa,ZAF,2012-01-01,56.10,7548.44,48.62,6.37,1.13,0.73,1065830000.0
3904,Zambia,ZMB,2012-01-01,58.36,1724.76,51.62,,1.36,,957140000.0
3905,Zimbabwe,ZWE,2012-01-01,53.64,850.83,41.45,8.38,2.57,,1001590000.0
3906,Aruba,ABW,2013-01-01,75.33,,,6.80,,,
3907,Afghanistan,AFG,2013-01-01,60.03,653.35,32.58,3.47,1.06,,2147483647.0
3908,Angola,AGO,2013-01-01,51.87,5327.15,72.26,,4.88,,285540000.0
3909,Albania,ALB,2013-01-01,77.64,4412.35,50.15,3.54,1.41,,269980000.0
3910,Andorra,AND,2013-01-01,,42804.20,84.44,2.46,,,
3911,United Arab Emirates,ARE,2013-01-01,77.20,42986.66,73.37,,6.06,,
3912,Argentina,ARG,2013-01-01,75.99,12977.13,54.84,5.34,0.84,0.61,34730000.0
3913,Armenia,ARM,2013-01-01,74.56,3716.83,42.78,2.65,4.00,0.22,280360000.0
3914,American Samoa,ASM,2013-01-01,,11554.74,,,,,
3915,Antigua and Barbuda,ATG,2013-01-01,75.78,13342.08,67.38,,,,1590000.0
3916,Australia,AUS,2013-01-01,82.15,67652.68,67.01,5.27,1.69,2.20,
3917,Austria,AUT,2013-01-01,81.14,50504.72,75.16,5.56,0.75,2.96,
3918,Azerbaijan,AZE,2013-01-01,70.69,7811.62,20.77,2.46,4.58,0.21,-70830000.0
3919,Burundi,BDI,2013-01-01,56.25,259.37,54.74,5.41,2.24,,558830000.0
3920,Belgium,BEL,2013-01-01,80.59,46508.13,77.81,,1.01,2.43,
3921,Benin,BEN,2013-01-01,59.31,887.09,48.25,4.57,0.94,,660200000.0
3922,Burkina Faso,BFA,2013-01-01,58.24,698.34,59.02,4.53,1.34,,1045220000.0
3923,Bangladesh,BGD,2013-01-01,71.25,954.40,28.11,1.97,0.00,,2147483647.0
3924,Bulgaria,BGR,2013-01-01,74.86,7674.86,51.99,4.07,1.61,0.64,
3925,Bahrain,BHR,2013-01-01,76.55,24113.52,64.36,,4.14,,
3926,"Bahamas, The",BHS,2013-01-01,75.07,22554.45,43.67,,,,
3927,Bosnia and Herzegovina,BIH,2013-01-01,76.28,4748.04,70.05,,1.09,0.33,521210000.0
3928,Belarus,BLR,2013-01-01,72.47,7722.13,66.24,5.18,1.33,0.67,107140000.0
3929,Belize,BLZ,2013-01-01,69.98,4723.59,65.23,6.22,1.09,,51270000.0
3930,Bermuda,BMU,2013-01-01,80.57,85748.07,,,,0.23,
3931,Bolivia,BOL,2013-01-01,67.91,2948.03,71.05,6.26,1.84,,702300000.0
3932,Brazil,BRA,2013-01-01,74.12,12106.21,45.12,6.00,1.33,1.24,1155780000.0
